Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
129045,STEM,Junior,2.59,24.0,Direct_Answer_Generation,Advanced,5,False,11.58,6,Allowed_With_Citation,6,2.457,69.08,High
129046,STEM,Graduate,3.623,0.5,Debugging/Troubleshooting,Beginner,2,False,2.45,4,Actively_Encouraged,7,3.708,67.57,High
129047,Humanities,Sophomore,3.626,11.24,Summarizing_Reading,Beginner,3,True,3.99,5,Actively_Encouraged,4,3.502,88.18,Low
129048,STEM,Senior,3.665,2.48,Direct_Answer_Generation,Beginner,3,True,6.25,4,Allowed_With_Citation,4,3.668,76.14,Low
129049,Business,Senior,2.623,8.86,Ideation,Beginner,3,False,12.96,3,Actively_Encouraged,3,2.885,84.04,High
129050,STEM,Senior,3.518,26.79,Debugging/Troubleshooting,Beginner,3,True,17.28,6,Allowed_With_Citation,3,3.778,54.13,High
129051,STEM,Junior,3.176,8.47,Copywriting/Drafting,Advanced,4,True,3.47,5,Allowed_With_Citation,7,3.391,78.51,Low
129052,STEM,Senior,3.322,19.71,Direct_Answer_Generation,Intermediate,4,True,3.77,7,Strict_Ban,9,3.101,49.86,High
129053,Business,Freshman,2.392,2.41,Summarizing_Reading,Intermediate,2,True,11.87,5,Allowed_With_Citation,1,2.766,56.72,Medium
129054,Medical,Freshman,3.17,0.11,Ideation,Advanced,3,False,18.2,5,Allowed_With_Citation,6,3.425,76.72,Low
129055,Arts,Sophomore,3.393,5.28,Copywriting/Drafting,Intermediate,3,False,12.95,2,Allowed_With_Citation,6,3.636,92.27,Low
129056,STEM,Senior,3.448,18.99,Copywriting/Drafting,Intermediate,1,True,18.14,9,Allowed_With_Citation,5,3.939,77.93,Medium
129057,Business,Freshman,3.617,1.26,Ideation,Beginner,1,False,6.11,3,Allowed_With_Citation,6,3.465,78.46,Low
129058,STEM,Sophomore,3.402,9.35,Debugging/Troubleshooting,Beginner,3,False,12.79,5,Strict_Ban,5,3.855,84.56,Medium
129059,Humanities,Graduate,3.659,1.66,Copywriting/Drafting,Intermediate,3,False,14.44,1,Allowed_With_Citation,2,3.912,81.4,Low
129060,Arts,Senior,2.962,2.29,Copywriting/Drafting,Beginner,2,False,15.69,2,Allowed_With_Citation,3,3.137,77.53,Low
129061,Humanities,Senior,3.217,6.5,Direct_Answer_Generation,Beginner,3,False,9.99,3,Actively_Encouraged,6,3.492,90.95,High
129062,STEM,Junior,3.065,40.0,Debugging/Troubleshooting,Beginner,1,True,4.62,9,Strict_Ban,7,2.896,37.8,High
129063,Humanities,Senior,3.195,12.52,Copywriting/Drafting,Intermediate,2,False,6.64,6,Actively_Encouraged,5,3.615,81.05,Medium
129064,STEM,Junior,3.924,11.04,Debugging/Troubleshooting,Intermediate,5,False,14.01,3,Allowed_With_Citation,1,4.0,73.53,Medium
129065,Humanities,Freshman,3.47,8.96,Ideation,Beginner,2,False,5.6,2,Actively_Encouraged,2,3.401,59.45,Low
129066,Humanities,Junior,3.729,1.79,Copywriting/Drafting,Intermediate,3,False,12.2,3,Actively_Encouraged,1,4.0,83.43,Medium
129067,Humanities,Junior,3.052,17.75,Ideation,Intermediate,3,True,5.28,5,Strict_Ban,4,3.265,50.33,Medium
129068,Medical,Freshman,3.315,6.2,Summarizing_Reading,Advanced,3,False,1.86,5,Allowed_With_Citation,5,3.234,75.79,Low
129069,Business,Sophomore,3.103,1.21,Debugging/Troubleshooting,Intermediate,3,False,13.9,3,Actively_Encouraged,1,3.246,84.67,Low
129070,Arts,Graduate,2.762,17.41,Copywriting/Drafting,Advanced,3,True,8.38,4,Allowed_With_Citation,4,3.081,66.7,Medium
129071,Arts,Senior,3.793,3.14,Direct_Answer_Generation,Intermediate,4,True,20.31,3,Strict_Ban,3,4.0,84.32,Low
129072,Business,Graduate,3.605,3.32,Ideation,Intermediate,1,False,13.08,4,Actively_Encouraged,6,3.758,87.34,High
129073,Humanities,Senior,3.922,1.9,Copywriting/Drafting,Advanced,5,False,19.07,4,Strict_Ban,2,4.0,80.07,Medium
129074,STEM,Junior,2.008,15.41,Debugging/Troubleshooting,Beginner,2,True,9.08,2,Actively_Encouraged,1,2.038,75.24,Medium
129075,Business,Freshman,2.443,39.9,Ideation,Beginner,2,False,10.4,9,Actively_Encouraged,4,2.259,46.8,High
129076,Humanities,Freshman,3.634,1.73,Copywriting/Drafting,Beginner,2,False,4.29,4,Allowed_With_Citation,3,3.463,83.79,High
129077,STEM,Sophomore,3.719,26.12,Copywriting/Drafting,Beginner,3,True,7.11,8,Allowed_With_Citation,6,3.781,56.7,High
129078,Humanities,Sophomore,3.003,1.73,Copywriting/Drafting,Intermediate,1,False,13.67,3,Actively_Encouraged,5,3.008,89.79,Low
129079,Business,Junior,3.14,25.99,Debugging/Troubleshooting,Intermediate,3,True,7.76,6,Strict_Ban,6,3.269,58.95,High
129080,Medical,Graduate,3.409,2.19,Ideation,Intermediate,5,False,9.27,4,Actively_Encouraged,5,3.887,92.43,Low
129081,Humanities,Graduate,3.758,1.36,Copywriting/Drafting,Intermediate,3,False,18.76,2,Strict_Ban,1,4.0,80.98,Low
129082,Business,Senior,3.01,0.86,Summarizing_Reading,Beginner,1,True,15.5,3,Allowed_With_Citation,2,3.123,92.89,Low
129083,Arts,Junior,3.604,2.21,Copywriting/Drafting,Beginner,3,False,13.0,1,Allowed_With_Citation,5,3.676,85.74,Low
129084,Humanities,Sophomore,2.734,3.13,Copywriting/Drafting,Intermediate,5,False,7.87,1,Strict_Ban,1,3.035,74.11,Low
129085,STEM,Graduate,3.503,3.51,Debugging/Troubleshooting,Advanced,4,True,12.99,1,Strict_Ban,6,3.807,69.72,Low
129086,STEM,Senior,3.885,16.01,Debugging/Troubleshooting,Intermediate,4,False,2.84,3,Strict_Ban,9,4.0,81.01,High
129087,Medical,Junior,3.052,12.62,Summarizing_Reading,Intermediate,3,False,16.3,5,Actively_Encouraged,1,3.499,89.21,Low
129088,STEM,Freshman,3.591,18.57,Debugging/Troubleshooting,Intermediate,2,True,10.85,5,Actively_Encouraged,7,3.872,78.93,High
129089,Humanities,Senior,2.704,32.82,Summarizing_Reading,Beginner,2,False,4.09,5,Strict_Ban,7,2.939,60.11,High
129090,Humanities,Sophomore,3.439,21.19,Ideation,Intermediate,1,True,1.92,7,Allowed_With_Citation,4,3.727,75.14,High
129091,Arts,Graduate,2.478,0.04,Copywriting/Drafting,Intermediate,3,True,11.88,2,Allowed_With_Citation,3,2.668,85.8,Low
129092,Medical,Freshman,2.273,1.65,Copywriting/Drafting,Beginner,2,False,8.64,1,Strict_Ban,3,2.32,65.9,Medium
129093,Humanities,Freshman,3.944,34.0,Direct_Answer_Generation,Beginner,3,True,8.71,9,Allowed_With_Citation,8,3.328,44.72,High
129094,Medical,Junior,3.376,3.69,Summarizing_Reading,Intermediate,3,False,11.35,4,Actively_Encouraged,4,3.448,77.03,Low
129095,STEM,Freshman,3.076,23.84,Ideation,Beginner,1,True,2.7,7,Strict_Ban,10,3.02,65.82,High
129096,STEM,Freshman,3.118,0.9,Summarizing_Reading,Intermediate,2,False,21.65,2,Allowed_With_Citation,3,3.207,82.99,Medium
129097,Medical,Senior,3.732,0.34,Debugging/Troubleshooting,Advanced,3,True,14.7,2,Allowed_With_Citation,4,4.0,88.46,Low
129098,Business,Sophomore,3.288,6.38,Debugging/Troubleshooting,Intermediate,1,False,8.19,5,Strict_Ban,4,3.385,100.0,Medium
129099,STEM,Junior,2.831,0.87,Direct_Answer_Generation,Intermediate,2,True,6.39,1,Allowed_With_Citation,4,3.033,54.65,Low
129100,Humanities,Junior,3.442,5.96,Copywriting/Drafting,Beginner,3,True,8.97,3,Strict_Ban,4,3.861,61.85,High
129101,Arts,Freshman,3.203,1.89,Direct_Answer_Generation,Intermediate,1,True,14.84,4,Actively_Encouraged,4,3.268,83.72,Low
129102,Arts,Sophomore,3.703,0.82,Copywriting/Drafting,Intermediate,3,True,19.37,2,Allowed_With_Citation,4,3.749,91.27,Medium
129103,Arts,Freshman,3.105,3.36,Direct_Answer_Generation,Intermediate,2,False,8.05,1,Allowed_With_Citation,7,3.041,88.24,Medium
129104,Business,Junior,3.957,0.34,Ideation,Advanced,3,False,7.84,2,Strict_Ban,4,4.0,71.03,Medium
129105,Arts,Freshman,2.873,26.13,Summarizing_Reading,Beginner,2,False,9.56,6,Strict_Ban,8,2.899,42.49,High
129106,Business,Freshman,3.376,1.67,Summarizing_Reading,Beginner,2,False,11.03,2,Strict_Ban,5,3.082,62.52,Medium
129107,Business,Sophomore,3.562,9.12,Summarizing_Reading,Intermediate,4,False,7.74,3,Allowed_With_Citation,3,3.627,79.22,Medium
129108,Arts,Freshman,3.468,11.22,Ideation,Beginner,2,True,13.37,4,Strict_Ban,6,3.357,70.98,Medium
129109,Humanities,Senior,2.237,1.6,Copywriting/Drafting,Intermediate,5,False,6.74,1,Actively_Encouraged,4,2.343,67.46,Medium
129110,STEM,Freshman,2.615,3.1,Debugging/Troubleshooting,Intermediate,3,True,2.89,1,Strict_Ban,1,2.406,71.56,Low
129111,Humanities,Junior,2.123,2.2,Debugging/Troubleshooting,Beginner,2,True,11.92,2,Allowed_With_Citation,1,2.275,54.77,High
129112,Business,Senior,2.86,0.07,Ideation,Beginner,2,False,13.07,3,Actively_Encouraged,7,3.153,59.89,Low
129113,STEM,Graduate,3.463,6.44,Direct_Answer_Generation,Intermediate,3,False,20.01,2,Actively_Encouraged,4,3.936,84.79,Low
129114,STEM,Junior,3.447,28.95,Debugging/Troubleshooting,Advanced,3,False,10.98,6,Actively_Encouraged,6,3.85,83.9,High
129115,STEM,Senior,3.483,2.19,Direct_Answer_Generation,Advanced,5,False,12.33,1,Allowed_With_Citation,2,3.424,91.05,Medium
129116,STEM,Junior,3.377,40.0,Debugging/Troubleshooting,Beginner,1,True,9.74,9,Allowed_With_Citation,7,3.401,55.57,High
129117,Business,Junior,2.581,4.38,Ideation,Advanced,5,False,14.58,3,Allowed_With_Citation,4,2.927,93.31,Low
129118,STEM,Junior,2.891,25.28,Ideation,Intermediate,5,False,10.08,6,Strict_Ban,9,3.455,81.85,High
129119,STEM,Senior,3.386,1.41,Debugging/Troubleshooting,Intermediate,2,True,16.67,3,Allowed_With_Citation,4,3.78,85.18,Medium
129120,Business,Senior,2.815,6.72,Ideation,Advanced,5,True,12.5,3,Strict_Ban,6,3.281,87.96,Medium
129121,Arts,Senior,2.557,2.17,Direct_Answer_Generation,Beginner,2,False,13.1,4,Actively_Encouraged,2,2.808,79.19,Medium
129122,STEM,Junior,3.652,0.63,Direct_Answer_Generation,Intermediate,1,False,18.27,4,Allowed_With_Citation,1,3.965,88.69,Low
129123,STEM,Graduate,2.858,0.19,Direct_Answer_Generation,Intermediate,2,True,5.4,2,Actively_Encouraged,2,3.05,86.47,Medium
129124,Medical,Senior,2.363,1.94,Copywriting/Drafting,Beginner,1,True,11.69,3,Actively_Encouraged,2,2.742,87.99,Medium
129125,Humanities,Graduate,3.566,0.25,Direct_Answer_Generation,Beginner,2,True,13.51,1,Actively_Encouraged,5,3.738,75.07,Medium
129126,Medical,Senior,3.356,1.25,Debugging/Troubleshooting,Advanced,3,True,9.94,1,Actively_Encouraged,2,3.457,73.59,High
129127,STEM,Senior,2.502,6.07,Debugging/Troubleshooting,Beginner,3,True,8.53,3,Actively_Encouraged,5,2.755,72.02,Medium
129128,STEM,Graduate,2.004,3.22,Summarizing_Reading,Beginner,1,False,9.25,3,Allowed_With_Citation,3,2.303,60.25,Medium
129129,STEM,Senior,3.815,0.49,Debugging/Troubleshooting,Beginner,3,False,17.34,2,Actively_Encouraged,4,4.0,87.95,Low
129130,STEM,Freshman,3.319,7.11,Debugging/Troubleshooting,Advanced,3,False,20.39,6,Actively_Encouraged,6,3.78,100.0,Medium
129131,Medical,Freshman,2.982,1.1,Summarizing_Reading,Intermediate,4,False,14.14,1,Strict_Ban,3,3.412,85.86,High
129132,Medical,Sophomore,3.464,3.79,Summarizing_Reading,Beginner,1,False,6.56,4,Allowed_With_Citation,5,3.704,69.24,Medium
129133,Medical,Senior,2.885,15.28,Copywriting/Drafting,Advanced,5,False,19.51,5,Strict_Ban,8,3.115,71.22,High
129134,Arts,Freshman,2.367,28.2,Copywriting/Drafting,Intermediate,2,True,3.78,9,Actively_Encouraged,8,2.5,52.96,High
129135,Arts,Freshman,2.29,6.49,Copywriting/Drafting,Advanced,4,False,15.66,4,Actively_Encouraged,1,2.726,75.3,Low
129136,Business,Freshman,2.264,1.66,Ideation,Intermediate,3,False,15.3,1,Actively_Encouraged,7,2.383,96.93,Low
129137,Arts,Freshman,3.813,5.57,Debugging/Troubleshooting,Intermediate,4,True,8.71,1,Strict_Ban,2,3.997,68.94,Low
129138,STEM,Senior,3.632,7.04,Summarizing_Reading,Beginner,1,False,10.03,5,Strict_Ban,4,4.0,93.46,Medium
129139,Humanities,Sophomore,3.386,0.16,Direct_Answer_Generation,Intermediate,3,True,7.19,5,Allowed_With_Citation,5,3.51,69.59,Low
129140,Business,Senior,3.157,0.6,Ideation,Intermediate,3,False,11.25,1,Allowed_With_Citation,2,3.208,62.22,Low
129141,Medical,Freshman,3.237,1.73,Summarizing_Reading,Beginner,2,False,9.95,1,Allowed_With_Citation,5,3.472,62.21,Low
129142,Business,Sophomore,3.393,2.6,Ideation,Advanced,4,True,14.97,1,Strict_Ban,1,3.608,91.91,Low
129143,Arts,Freshman,3.392,0.11,Debugging/Troubleshooting,Beginner,3,False,18.62,3,Allowed_With_Citation,5,3.536,80.22,Low
129144,Humanities,Freshman,2.979,1.25,Copywriting/Drafting,Beginner,1,True,10.0,4,Actively_Encouraged,8,2.939,70.35,Low
129145,Business,Junior,3.373,11.4,Ideation,Intermediate,1,True,7.36,3,Actively_Encouraged,4,3.6,75.73,Medium
129146,Medical,Junior,3.562,0.1,Summarizing_Reading,Intermediate,3,True,16.85,1,Actively_Encouraged,3,3.811,78.71,Low
129147,STEM,Sophomore,3.477,14.11,Debugging/Troubleshooting,Advanced,4,True,16.31,4,Allowed_With_Citation,8,4.0,91.82,Medium
129148,Medical,Freshman,3.295,10.59,Summarizing_Reading,Intermediate,3,False,10.61,3,Allowed_With_Citation,5,3.336,77.21,Low
129149,Business,Junior,3.072,13.63,Direct_Answer_Generation,Beginner,1,False,7.02,4,Allowed_With_Citation,4,3.212,67.75,Low
129150,Business,Senior,2.536,5.09,Copywriting/Drafting,Advanced,3,True,7.69,1,Allowed_With_Citation,5,2.798,87.81,Medium
129151,Medical,Freshman,3.377,9.72,Debugging/Troubleshooting,Beginner,1,False,18.03,4,Strict_Ban,1,3.372,85.04,High
129152,Humanities,Sophomore,3.334,7.81,Summarizing_Reading,Beginner,2,False,12.59,2,Allowed_With_Citation,4,3.448,55.77,Medium
129153,Humanities,Sophomore,3.637,2.84,Debugging/Troubleshooting,Intermediate,3,False,5.52,4,Allowed_With_Citation,3,3.784,86.93,Low
129154,Business,Graduate,3.673,2.26,Copywriting/Drafting,Intermediate,2,True,12.71,1,Allowed_With_Citation,3,3.767,99.42,Medium
129155,STEM,Sophomore,2.654,4.89,Summarizing_Reading,Intermediate,3,True,10.08,5,Allowed_With_Citation,3,2.694,84.17,Medium
129156,Humanities,Graduate,3.85,1.17,Copywriting/Drafting,Intermediate,4,True,10.11,1,Actively_Encouraged,4,3.86,78.74,Low
129157,STEM,Senior,2.429,13.53,Debugging/Troubleshooting,Intermediate,2,True,2.88,6,Allowed_With_Citation,7,2.442,61.97,High
129158,Medical,Freshman,3.311,6.95,Summarizing_Reading,Intermediate,5,False,12.85,3,Strict_Ban,5,3.692,67.91,Low
129159,STEM,Junior,3.125,2.68,Copywriting/Drafting,Advanced,3,False,3.31,5,Allowed_With_Citation,1,2.976,68.63,Medium
129160,Humanities,Senior,3.616,7.36,Debugging/Troubleshooting,Beginner,1,False,18.55,4,Allowed_With_Citation,1,3.845,63.91,High
129161,Medical,Junior,2.775,0.98,Copywriting/Drafting,Intermediate,1,False,1.0,5,Allowed_With_Citation,5,2.969,60.93,Medium
129162,Medical,Senior,3.114,2.38,Debugging/Troubleshooting,Beginner,2,False,11.34,3,Actively_Encouraged,1,3.202,61.62,Medium
129163,Business,Junior,3.774,8.16,Summarizing_Reading,Intermediate,3,False,10.33,3,Allowed_With_Citation,7,4.0,79.45,Low
129164,Business,Graduate,3.056,2.49,Ideation,Beginner,1,False,21.93,2,Actively_Encouraged,1,3.587,89.95,Medium
129165,STEM,Sophomore,3.736,1.97,Copywriting/Drafting,Intermediate,2,False,19.13,4,Actively_Encouraged,3,4.0,73.07,Medium
129166,Humanities,Freshman,3.421,13.09,Direct_Answer_Generation,Intermediate,2,False,17.03,7,Allowed_With_Citation,1,3.578,54.59,Medium
129167,STEM,Graduate,3.532,8.8,Summarizing_Reading,Beginner,2,False,7.16,4,Actively_Encouraged,3,3.714,72.11,High
129168,Arts,Senior,3.421,17.71,Copywriting/Drafting,Intermediate,1,True,8.53,4,Actively_Encouraged,1,3.671,92.3,Medium
129169,Humanities,Senior,3.77,4.34,Copywriting/Drafting,Beginner,2,True,1.0,1,Allowed_With_Citation,4,3.927,67.8,Low
129170,Business,Senior,2.316,8.87,Direct_Answer_Generation,Beginner,1,True,8.0,5,Strict_Ban,3,2.584,64.85,Medium
129171,Humanities,Junior,3.53,2.11,Copywriting/Drafting,Intermediate,1,True,14.04,3,Actively_Encouraged,9,3.62,73.16,Low
129172,Humanities,Sophomore,3.299,1.07,Copywriting/Drafting,Intermediate,3,True,9.45,2,Allowed_With_Citation,2,3.47,50.64,Medium
129173,Business,Graduate,3.259,4.94,Ideation,Intermediate,1,False,10.14,4,Allowed_With_Citation,7,3.789,65.31,Low
129174,Arts,Sophomore,2.136,4.1,Ideation,Beginner,2,False,21.7,3,Allowed_With_Citation,3,2.521,51.29,Medium
129175,STEM,Freshman,3.564,2.43,Ideation,Advanced,4,True,15.14,2,Strict_Ban,3,3.973,77.62,Low
129176,Humanities,Sophomore,3.302,1.99,Summarizing_Reading,Intermediate,3,False,10.39,1,Actively_Encouraged,4,3.405,67.48,Low
129177,STEM,Graduate,3.879,17.95,Debugging/Troubleshooting,Beginner,2,True,2.04,3,Strict_Ban,8,3.791,62.99,High
129178,STEM,Freshman,2.964,15.82,Summarizing_Reading,Advanced,4,True,2.62,4,Allowed_With_Citation,5,2.859,63.48,Medium
129179,Business,Senior,2.091,16.72,Ideation,Beginner,3,False,7.15,6,Actively_Encouraged,6,2.356,75.42,High
129180,STEM,Sophomore,3.318,0.67,Copywriting/Drafting,Intermediate,4,False,19.1,3,Strict_Ban,5,3.551,68.24,Low
129181,STEM,Senior,3.604,7.06,Debugging/Troubleshooting,Intermediate,3,True,11.89,3,Allowed_With_Citation,7,3.76,66.11,Medium
129182,Medical,Junior,2.335,1.93,Summarizing_Reading,Intermediate,4,False,17.79,1,Allowed_With_Citation,6,2.636,72.14,Low
129183,Business,Junior,3.516,7.77,Debugging/Troubleshooting,Beginner,2,False,12.41,3,Actively_Encouraged,3,3.715,78.91,Medium
129184,STEM,Sophomore,2.972,7.62,Summarizing_Reading,Advanced,4,False,15.03,3,Allowed_With_Citation,4,3.1,100.0,High
129185,STEM,Freshman,3.506,12.16,Debugging/Troubleshooting,Beginner,3,True,15.09,6,Strict_Ban,4,3.753,75.53,High
129186,STEM,Freshman,2.904,9.77,Debugging/Troubleshooting,Intermediate,3,True,12.49,2,Strict_Ban,6,3.02,67.94,Low
129187,Humanities,Senior,3.397,6.07,Copywriting/Drafting,Intermediate,2,True,9.47,1,Allowed_With_Citation,2,3.489,69.86,Low
129188,Business,Senior,2.34,8.65,Ideation,Advanced,4,True,13.21,4,Actively_Encouraged,5,2.591,89.76,Medium
129189,Business,Sophomore,2.984,3.87,Ideation,Advanced,4,False,2.24,1,Allowed_With_Citation,2,2.985,75.02,Low
129190,STEM,Senior,3.408,1.82,Debugging/Troubleshooting,Beginner,1,True,15.98,2,Allowed_With_Citation,5,3.747,70.61,Low
129191,Business,Senior,3.625,23.79,Summarizing_Reading,Advanced,4,True,9.72,5,Allowed_With_Citation,7,3.964,100.0,High
129192,Humanities,Freshman,3.392,15.55,Direct_Answer_Generation,Advanced,3,False,17.25,6,Actively_Encouraged,2,3.705,68.31,Medium
129193,Humanities,Senior,3.218,27.43,Copywriting/Drafting,Advanced,3,False,5.01,4,Strict_Ban,6,3.259,72.59,High
129194,Arts,Sophomore,3.503,9.86,Copywriting/Drafting,Advanced,4,False,2.96,5,Allowed_With_Citation,5,3.735,85.07,High
129195,Humanities,Junior,3.279,2.16,Summarizing_Reading,Beginner,2,True,11.31,4,Actively_Encouraged,4,3.297,73.86,Low
129196,STEM,Junior,3.508,11.18,Debugging/Troubleshooting,Intermediate,3,True,6.46,3,Allowed_With_Citation,7,3.727,76.41,High
129197,Medical,Junior,2.901,2.24,Direct_Answer_Generation,Intermediate,5,False,6.86,2,Strict_Ban,1,3.159,49.45,Medium
129198,STEM,Sophomore,3.462,27.21,Debugging/Troubleshooting,Advanced,5,True,14.23,6,Strict_Ban,10,3.888,68.98,Low
129199,STEM,Freshman,2.699,0.61,Summarizing_Reading,Intermediate,5,False,6.58,1,Actively_Encouraged,3,2.59,60.84,Low
129200,Business,Senior,2.917,1.85,Debugging/Troubleshooting,Intermediate,4,False,6.1,1,Actively_Encouraged,4,3.398,78.76,Low
129201,Business,Graduate,3.126,18.36,Ideation,Intermediate,2,False,11.91,7,Allowed_With_Citation,5,3.308,75.77,High
129202,Arts,Senior,3.361,5.32,Copywriting/Drafting,Beginner,1,False,15.98,4,Actively_Encouraged,4,3.594,88.18,Medium
129203,STEM,Junior,2.988,2.22,Summarizing_Reading,Intermediate,4,False,14.76,3,Allowed_With_Citation,6,3.069,77.36,Low
129204,Humanities,Freshman,3.506,3.59,Ideation,Advanced,3,False,20.01,4,Actively_Encouraged,4,3.632,82.35,Low
129205,STEM,Junior,3.721,0.93,Summarizing_Reading,Beginner,2,False,15.78,2,Actively_Encouraged,3,3.825,80.38,Low
129206,Business,Junior,3.276,0.11,Debugging/Troubleshooting,Intermediate,1,False,18.85,2,Actively_Encouraged,1,3.305,77.51,Medium
129207,STEM,Junior,2.73,0.56,Direct_Answer_Generation,Intermediate,4,False,7.74,2,Allowed_With_Citation,2,2.743,73.62,Medium
129208,Business,Graduate,2.39,5.52,Summarizing_Reading,Intermediate,1,False,13.84,3,Allowed_With_Citation,4,2.725,60.0,Low
129209,STEM,Senior,2.58,12.49,Debugging/Troubleshooting,Beginner,2,True,12.27,3,Strict_Ban,3,2.783,54.75,High
129210,STEM,Senior,3.33,17.15,Debugging/Troubleshooting,Beginner,2,False,18.67,3,Strict_Ban,6,3.68,85.45,Medium
129211,Humanities,Sophomore,3.387,1.31,Copywriting/Drafting,Beginner,2,True,4.32,4,Actively_Encouraged,1,3.55,74.47,Medium
129212,Medical,Sophomore,3.305,2.13,Summarizing_Reading,Beginner,3,False,10.11,1,Actively_Encouraged,2,3.687,74.06,Medium
129213,Medical,Freshman,3.708,0.68,Ideation,Beginner,1,True,1.0,2,Actively_Encouraged,5,3.797,63.8,Low
129214,Medical,Senior,3.476,1.36,Copywriting/Drafting,Intermediate,4,False,17.24,2,Actively_Encouraged,5,3.756,95.15,Low
129215,Humanities,Senior,2.102,1.49,Copywriting/Drafting,Beginner,1,False,13.88,2,Strict_Ban,3,2.336,70.43,Medium
129216,STEM,Sophomore,2.954,40.0,Direct_Answer_Generation,Beginner,2,True,8.98,8,Actively_Encouraged,6,2.52,61.17,High
129217,Humanities,Freshman,3.324,33.89,Copywriting/Drafting,Intermediate,3,True,7.02,7,Strict_Ban,10,3.263,71.34,High
129218,Business,Senior,3.439,0.58,Ideation,Intermediate,2,False,9.34,1,Actively_Encouraged,2,3.964,63.69,Medium
129219,STEM,Sophomore,3.772,10.22,Debugging/Troubleshooting,Advanced,5,False,1.52,6,Strict_Ban,8,3.775,98.98,Medium
129220,STEM,Freshman,3.611,0.74,Debugging/Troubleshooting,Beginner,3,False,16.82,1,Allowed_With_Citation,5,3.675,75.05,Low
129221,STEM,Freshman,2.229,9.18,Debugging/Troubleshooting,Beginner,1,False,3.03,3,Allowed_With_Citation,2,2.341,51.27,Medium
129222,Humanities,Graduate,3.474,1.67,Copywriting/Drafting,Advanced,5,False,17.01,4,Allowed_With_Citation,7,3.87,73.28,Low
129223,STEM,Freshman,3.251,10.46,Debugging/Troubleshooting,Beginner,2,True,13.02,3,Strict_Ban,7,3.026,69.1,High
129224,STEM,Sophomore,3.687,12.94,Direct_Answer_Generation,Advanced,5,True,9.58,3,Allowed_With_Citation,3,3.858,89.49,High
129225,Humanities,Junior,3.744,3.03,Copywriting/Drafting,Intermediate,3,False,12.14,3,Actively_Encouraged,1,4.0,82.97,Medium
129226,Humanities,Sophomore,3.773,7.41,Copywriting/Drafting,Beginner,3,False,15.97,5,Actively_Encouraged,5,4.0,51.33,Medium
129227,Business,Junior,3.195,2.39,Direct_Answer_Generation,Beginner,2,False,19.04,2,Strict_Ban,4,3.371,62.64,Medium
129228,Business,Senior,2.275,0.03,Ideation,Beginner,3,False,8.76,3,Strict_Ban,6,2.654,80.4,Medium
129229,STEM,Graduate,3.525,4.64,Debugging/Troubleshooting,Advanced,3,True,6.92,4,Actively_Encouraged,7,4.0,97.99,High
129230,Arts,Junior,1.934,8.38,Debugging/Troubleshooting,Intermediate,2,True,9.72,5,Allowed_With_Citation,5,2.584,68.09,Medium
129231,STEM,Sophomore,2.997,32.97,Debugging/Troubleshooting,Advanced,3,True,14.8,7,Actively_Encouraged,1,3.572,60.38,Medium
129232,Humanities,Sophomore,3.138,2.7,Copywriting/Drafting,Beginner,2,False,9.06,3,Allowed_With_Citation,6,3.378,47.54,Medium
129233,Business,Sophomore,3.391,9.76,Debugging/Troubleshooting,Beginner,1,False,14.42,2,Strict_Ban,6,3.773,83.02,Medium
129234,Medical,Junior,2.765,3.99,Copywriting/Drafting,Advanced,3,False,14.25,3,Strict_Ban,2,3.225,80.43,High
129235,Business,Sophomore,3.011,9.93,Ideation,Intermediate,5,False,14.24,2,Actively_Encouraged,2,3.321,80.52,Low
129236,STEM,Junior,2.213,6.63,Debugging/Troubleshooting,Advanced,5,False,9.1,3,Allowed_With_Citation,4,2.565,83.01,Low
129237,Business,Graduate,3.697,16.45,Debugging/Troubleshooting,Intermediate,3,False,12.57,6,Allowed_With_Citation,5,3.934,85.11,High
129238,Humanities,Sophomore,3.22,4.71,Ideation,Advanced,3,False,7.82,3,Allowed_With_Citation,3,3.23,79.03,Medium
129239,Humanities,Senior,3.402,6.28,Direct_Answer_Generation,Intermediate,1,True,1.0,3,Strict_Ban,4,3.299,74.91,Low
129240,STEM,Junior,2.391,8.63,Debugging/Troubleshooting,Intermediate,1,False,19.9,2,Allowed_With_Citation,2,2.698,80.85,Medium
129241,Business,Senior,3.029,0.33,Ideation,Beginner,3,True,19.65,5,Actively_Encouraged,6,3.417,75.3,Medium
129242,STEM,Junior,3.406,3.6,Summarizing_Reading,Advanced,4,False,4.19,4,Allowed_With_Citation,5,3.58,100.0,Low
129243,Business,Freshman,3.026,15.67,Ideation,Intermediate,4,True,11.25,7,Strict_Ban,10,3.014,49.87,High
129244,Business,Graduate,2.803,6.66,Debugging/Troubleshooting,Beginner,1,False,6.28,2,Allowed_With_Citation,5,3.168,47.31,High
129245,STEM,Senior,3.335,0.65,Debugging/Troubleshooting,Intermediate,3,False,13.87,4,Strict_Ban,8,3.485,64.36,Low
